Sehir,Marka,Seri,Model,Yil,Yakit,Km,Hp,Cc,Fiyat,Sehirici,Sehirdisi,Ortalama,Bagaj
Osmaniye,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,48720,90,1398,161850,7.8,4.9,6.0,285.0
Denizli,Toyota ,1.5 Fun Special ,Yaris ,2017,Benzin,19000,111,1496,161900,6.0,4.1,4.8,286.0
Istanbul,Volkswagen ,1.2 TSI Allstar ,Polo ,2016,Benzin,47000,90,1197,161900,5.8,4.1,4.7,280.0
Zonguldak,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,48000,88.0,1450.5,161900,nan,,,
Izmir,Hyundai ,1.6 CRDI Mode Plus ,Accent Blue ,2017,Dizel,43078,136,1582,161900,5.7,4.0,4.6,465.0
Bursa,Toyota ,1.33 Fun Special ,Yaris ,2016,Benzin,19000,99,1329,161900,6.3,4.5,5.1,286.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,16000,100,1368,161900,8.5,5.1,6.4,301.0
Ankara,Fiat ,1.6 E-Torq Urban Plus ,Egea ,2019,Benzin,39000,110,1598,161900,8.5,5.0,6.3,520.0
Izmir,Mitsubishi ,1.2 Intense  ,Space Star ,2020,Benzin,15556,80,1193,161900,5.9,4.7,5.1,175.0
Istanbul,Nissan ,1.2 Visia ,Pulsar ,2017,Benzin,19062,115,1197,161950,6.2,4.5,5.1,385.0
Balikesir,Nissan ,1.2 Match ,Micra ,2018,Benzin,34500,80,1198,162000,6.7,4.6,5.4,265.0
Istanbul,Volkswagen ,1.4 Comfortline ,Polo ,2012,Benzin,35000,85,1390,162000,7.7,4.7,5.8,280.0
Istanbul,Hyundai ,1.2 MPI Style ,i10 ,2020,Benzin,1220,84,1197,162000,nan,,,
Hatay,Volkswagen ,1.4 Comfortline ,Polo ,2014,Benzin,26456,85,1390,162000,7.7,4.7,5.8,280.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,31000,100,1368,162000,8.5,5.1,6.4,301.0
Van,Fiat ,1.6 E-Torq Urban Plus ,Egea ,2017,Benzin,33000,110,1598,162000,9.2,4.6,6.3,440.0
Istanbul,DS Automobiles ,1.2 VTi D-Style ,DS 3 ,2015,Benzin,49500,82,1199,162000,5.6,4.1,4.6,285.0
Istanbul,Hyundai ,Mode Plus ,Accent Blue 1.4 D-CVVT ,2018,Benzin,16000,100,1368,162000,8.2,5.4,6.4,465.0
Malatya,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,43000,90,1398,162000,7.8,4.9,6.0,285.0
Ankara,Fiat ,1.6 E-Torq Urban ,Egea ,2019,Benzin,28500,110,1598,162000,8.5,5.0,6.3,520.0
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,162000,nan,,,
Adana,Ford ,1.6 Trend X ,Fiesta ,2017,Benzin,34000,88.0,1450.5,162000,nan,,,
Balikesir,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,50000,100,1368,162000,8.5,5.1,6.4,301.0
Malatya,Ford ,1.6 Titanium X ,Fiesta ,2015,Benzin,36500,113.0,1450.5,162000,nan,,,
Ankara,Toyota ,1.33 Fun Special Skypack ,Yaris ,2016,Benzin,37000,99,1329,159500,6.3,4.5,5.1,286.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2019,Benzin,11000,90,1398,162000,7.8,4.9,6.0,285.0
Istanbul,Renault ,1.2 Turbo Touchrome ,Clio ,2017,Benzin,44300,120,1197,162000,6.6,4.4,5.2,300.0
Mugla,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,46900,100,1368,162000,8.5,5.1,6.4,301.0
Sanliurfa,Fiat ,1.6 E-Torq Urban ,Egea ,2018,Benzin & LPG,22000,110,1598,162000,8.5,5.0,6.3,520.0
Bursa,Volkswagen ,1.2 TSI Comfortline ,Polo ,2015,Benzin,44000,90,1197,162000,5.8,4.1,4.7,280.0
Istanbul,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,46000,90,1197,162000,5.8,4.1,4.7,280.0
Mersin,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,43589,90,1197,162000,5.8,4.1,4.7,280.0
Hatay,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,25066,90,1461,162000,3.9,3.8,3.8,320.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,25300,90,1398,162000,7.8,4.9,6.0,285.0
Samsun,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,41200,100,1368,162000,8.5,5.1,6.4,301.0
Istanbul,Seat ,Style ,Ibiza 1.0 EcoTSI ,2016,Benzin,43000,110,999,162000,5.3,3.9,4.4,292.0
Kocaeli,Nissan ,1.2 Match ,Micra ,2018,Benzin,42000,80,1198,162000,6.7,4.6,5.4,265.0
Izmir,Opel ,1.4 Essentia ,Corsa ,2018,Benzin & LPG,33000,90,1398,162000,7.8,4.9,6.0,285.0
Mersin,Opel ,1.4 Essentia ,Corsa ,2018,Benzin,43000,90,1398,162000,7.8,4.9,6.0,285.0
Adana,Hyundai ,1.4 MPI Jump ,i20 ,2019,Benzin,8800,100,1368,162000,8.5,5.1,6.4,301.0
Kayseri,Peugeot ,Active  ,208 1.2 PureTech ,2018,Benzin,44000,82,1199,162000,4.6,3.9,4.2,285.0
Izmir,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,45288,90,1461,162000,4.3,3.3,3.7,300.0
Mersin,Fiat ,1.6 E-Torq Easy ,Egea ,2019,Benzin,21200,110,1598,162000,8.5,5.0,6.3,520.0
Izmir,Ford ,1.0 GTDi Titanium ,Fiesta ,2016,Benzin,27000,88.0,1300,162000,nan,,,
Ankara,Hyundai ,1.4 MPI Elite Smart ,i20 ,2015,Benzin,46200,100,1368,162000,8.5,5.1,6.4,301.0
Ankara,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,46500,90,1461,162000,3.9,3.8,3.8,320.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin & LPG,33400,100,1368,162000,8.5,5.1,6.4,301.0
Denizli,Renault ,1.2 Icon ,Clio ,2016,Benzin,28000,113.0,1300,162000,nan,,,
Kocaeli,Hyundai ,1.4 MPI Style  ,i20 ,2015,Benzin,44500,100,1368,162000,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Elite ,i20 ,2016,Benzin,40000,100,1368,162000,8.5,5.1,6.4,301.0
Istanbul,Nissan ,1.2 Match ,Micra ,2018,Benzin,35000,80,1198,162000,6.7,4.6,5.4,265.0
Usak,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,22500,90,1398,162000,7.8,4.9,6.0,285.0
Samsun,Renault ,1.5 dCi SportTourer Icon ,Clio ,2018,Dizel,42500,90,1461,162000,4.3,3.3,3.7,443.0
Mersin,Dacia ,1.5 dCi Stepway Style  ,Sandero ,2018,Dizel,42500,90,1461,162000,3.9,3.8,3.8,320.0
Ordu,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,33000,90,1398,162000,7.8,4.9,6.0,285.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,11800,90,1398,162000,7.8,4.9,6.0,285.0
Bursa,Nissan ,1.2 Match ,Micra ,2018,Benzin,30000,80,1198,162000,6.7,4.6,5.4,265.0
Ankara,Peugeot ,Allure  ,208 1.2 PureTech ,2015,Benzin,34000,82,1199,162000,5.5,3.9,4.5,285.0
Istanbul,Dacia ,1.5 dCi Stepway ,Sandero ,2017,Dizel,41250,90,1461,162000,3.9,3.8,3.8,320.0
Gaziantep,Nissan ,1.2 Match ,Micra ,2017,Benzin,13000,80,1198,162000,6.7,4.6,5.4,265.0
Kayseri,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,41000,90,1398,161000,7.8,4.9,6.0,285.0
Mersin,Seat ,1.2 TSI Style ,Leon ,2015,Benzin,40000,110,1197,162000,5.9,4.3,4.9,380.0
Samsun,Renault ,1.2 Turbo GT Line ,Clio ,2016,Benzin,48000,120,1197,162000,6.6,4.4,5.2,300.0
Ankara,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,32500,90,1398,162000,7.8,4.9,6.0,285.0
Izmir,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,1,67,998,162000,nan,,,
Bursa,Citroen ,1.6 VTi Feel ,C3 ,2017,Benzin,21000,115,1587,162000,9.2,5.3,6.8,300.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,45000,90,1461,162000,4.3,3.3,3.7,300.0
Sanliurfa,Fiat ,1.6 E-Torq Urban ,Egea ,2018,Benzin & LPG,23000,110,1598,162000,8.5,5.0,6.3,520.0
Sakarya,Peugeot ,Active  ,208 1.2 PureTech ,2018,Benzin,21500,82,1199,159000,4.6,3.9,4.2,285.0
Manisa,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,43200,100,1368,162000,8.5,5.1,6.4,301.0
Bursa,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,13400,100,1368,162000,8.5,5.1,6.4,301.0
Izmir,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,45000,90,1461,162000,4.3,3.3,3.7,300.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,36000,100,1368,162000,8.5,5.1,6.4,301.0
Ankara,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,3400,90,898,162000,5.7,4.7,5.1,320.0
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,162000,nan,,,
Izmir,Peugeot ,Allure  ,208 1.2 PureTech ,2016,Benzin,45200,110,1199,162000,5.7,3.8,4.5,285.0
Yalova,Dacia ,1.5 dCi Stepway ,Sandero ,2016,Dizel,13000,90,1461,161500,3.9,3.8,3.8,320.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2014,Dizel,37000,90,1461,160000,4.3,3.3,3.7,300.0
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,162000,nan,,,
Ankara,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,36000,90,1398,162000,7.8,4.9,6.0,285.0
Istanbul,Opel ,1.4 T Sport ,Astra ,2013,Benzin,33438,140,1364,162000,9.1,5.4,6.8,370.0
Trabzon,Opel ,1.3 CDTI Enjoy ,Corsa ,2016,Dizel,48000,95,1248,162000,3.4,3.0,3.2,285.0
Istanbul,Dacia ,1.5 dCi Stepway Style  ,Sandero ,2018,Dizel,44000,90,1461,162000,3.9,3.8,3.8,320.0
Sivas,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,35000,90,1398,162000,7.8,4.9,6.0,285.0
Bolu,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,0,67,998,162000,6.8,4.4,5.3,255.0
Hatay,Renault ,1.5 dCi Icon ,Clio ,2015,Dizel,34500,90,1461,162000,4.3,3.3,3.7,300.0
Antalya,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,42950,90,1461,162000,4.3,3.3,3.7,300.0
Istanbul,Opel ,1.4 Design ,Corsa ,2016,Benzin,11000,90,1398,162000,7.8,4.9,6.0,285.0
Konya,Opel ,1.4 Enjoy ,Corsa ,2015,Benzin,33999,88.0,1450.5,162000,nan,,,
Izmir,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,900,90,898,162000,5.7,4.7,5.1,320.0
Tekirdag,Seat ,Style ,Ibiza 1.0 EcoTSI ,2016,Benzin,50000,110,999,162000,5.3,3.9,4.4,292.0
Kirklareli,Opel ,1.4 Design ,Corsa ,2016,Benzin,37500,90,1398,159500,7.8,4.9,6.0,285.0
Izmir,Ford ,1.6 Titanium ,Fiesta ,2017,Benzin,50000,105,1596,162000,8.4,4.5,5.9,290.0
Ankara,Opel ,Glam ,Adam 1.4  ,2016,Benzin,10000,87,1398,162000,6.6,4.1,5.0,170.0
Istanbul,Toyota ,1.33 Fun Special Skypack ,Yaris ,2016,Benzin,42000,99,1329,162000,6.3,4.5,5.1,286.0
Sakarya,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin & LPG,33000,90,1398,162000,7.8,4.9,6.0,285.0
Bursa,Volkswagen ,1.4 Chrome Edition ,Polo ,2013,Benzin,32000,85,1390,162000,7.7,4.7,5.8,280.0
Kayseri,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,46900,90,1197,162250,5.8,4.1,4.7,280.0
Isparta,Ford ,1.6 Ti-VCT Trend X ,Fiesta ,2017,Benzin,35000,105,1596,162500,8.4,4.5,5.9,290.0
Gaziantep,Skoda ,1.2 TSI Style ,Fabia ,2016,Benzin,44500,110,1197,162500,5.8,4.1,4.7,315.0
Eskisehir,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,18600,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Renault ,1.2 Turbo Touchrome ,Clio ,2017,Benzin,28000,120,1197,162500,6.6,4.4,5.2,300.0
Istanbul,Toyota ,1.5 Fun Special ,Yaris ,2017,Benzin,32000,111,1496,162500,6.0,4.1,4.8,286.0
Antalya,Toyota ,1.33 Fun Special ,Yaris ,2016,Benzin,16964,99,1329,162500,6.3,4.5,5.1,286.0
Gaziantep,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,49650,88.0,1450.5,162500,nan,,,
Tokat,Ford ,1.6 Titanium ,Fiesta ,2015,Benzin,32000,105,1596,162500,8.4,4.5,5.9,290.0
Denizli,Hyundai ,1.4 MPI Style  ,i20 ,2015,Benzin,26000,100,1368,162500,8.5,5.1,6.4,301.0
Sakarya,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,6500,90,898,162500,5.7,4.7,5.1,320.0
Istanbul,Hyundai ,1.6 CRDI Mode Plus ,Accent Blue ,2018,Dizel,48000,136,1582,162500,5.7,4.0,4.6,465.0
Samsun,Nissan ,1.2 Match ,Micra ,2018,Benzin & LPG,23200,80,1198,162500,6.7,4.6,5.4,265.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,15950,90,1398,162500,7.8,4.9,6.0,285.0
Osmaniye,Kia ,1.4 CVVT Concept ,Rio ,2017,Benzin & LPG,38500,100,1368,162500,8.2,4.9,6.1,325.0
Eskisehir,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,28250,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,29500,90,1197,162500,5.8,4.1,4.7,280.0
Diyarbakir,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,42990,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,90,67,998,162500,nan,,,
Ankara,Toyota ,1.33 Cool Skypack  ,Yaris ,2015,Benzin,25600,99,1329,162500,5.6,4.3,4.8,286.0
Konya,Ford ,1.0 GTDi Titanium ,Fiesta ,2014,Benzin,48000,100,999,162500,6.6,3.9,4.9,290.0
Izmir,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,49770,90,1461,162500,3.9,3.8,3.8,320.0
Istanbul,Seat ,Style ,Ibiza 1.0 EcoTSI ,2016,Benzin,15000,110,999,162500,5.3,3.9,4.4,292.0
Mersin,Peugeot ,Active  ,208 1.2 PureTech ,2018,Benzin,19162,82,1199,162500,4.6,3.9,4.2,285.0
Manisa,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,0,90,898,162500,5.7,4.7,5.1,320.0
Istanbul,Mitsubishi ,1.2 Intense  ,Space Star ,2020,Benzin,17000,80,1193,162500,5.9,4.7,5.1,175.0
Istanbul,Hyundai ,1.4 MPI Elite Smart ,i20 ,2015,Benzin,31300,100,1368,162500,8.5,5.1,6.4,301.0
Istanbul,Volkswagen ,1.4 Comfortline ,Polo ,2013,Benzin,35000,85,1390,162500,7.7,4.7,5.8,280.0
Kocaeli,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,43900,88.0,1450.5,162500,nan,,,
Ankara,Hyundai ,1.6 D-CVVT Style Desing Pack ,Elantra ,2015,Benzin & LPG,27719,127,1591,162500,9.5,5.4,6.9,485.0
Istanbul,Kia ,1.4 CVVT Cool  ,Rio ,2019,Benzin,10000,100,1368,162500,7.3,5.2,5.9,325.0
Hatay,Toyota ,1.5 Fun Special ,Yaris ,2020,Benzin,2500,111,1496,162500,6.0,4.1,4.8,286.0
Izmir,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,42625,90,1398,162500,7.8,4.9,6.0,285.0
Bursa,Ford ,1.6 Titanium ,Fiesta ,2013,Benzin,2292,105,1596,162500,8.4,4.5,5.9,290.0
Istanbul,Nissan ,1.2 Match ,Micra ,2017,Benzin,27000,80,1198,162500,6.7,4.6,5.4,265.0
Kocaeli,Dacia ,1.5 dCi Stepway ,Sandero ,2017,Dizel,48000,90,1461,162500,3.9,3.8,3.8,320.0
Mersin,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin & LPG,42000,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,42000,90,1197,162500,5.8,4.1,4.7,280.0
Mugla,Fiat ,1.6 E-Torq Urban ,Egea ,2018,Benzin & LPG,47000,110,1598,162500,8.5,5.0,6.3,520.0
Ankara,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,31000,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Toyota ,1.33 Style ,Yaris ,2013,Benzin,23000,99,1329,162500,5.7,4.5,5.0,286.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,42550,100,1368,162500,8.5,5.1,6.4,301.0
Istanbul,Toyota ,1.33 Style Red ,Yaris ,2016,Benzin,14000,99,1329,162500,5.6,4.3,4.8,286.0
Istanbul,Toyota ,1.33 Fun Special Skypack ,Yaris ,2016,Benzin,19480,99,1329,162500,6.3,4.5,5.1,286.0
Istanbul,Opel ,1.4 T Sport ,Astra ,2014,Benzin,44000,140,1364,162500,8.5,5.6,6.7,460.0
Sivas,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin & LPG,46500,90,1398,162500,7.8,4.9,6.0,285.0
Izmir,Nissan ,1.2 Match ,Micra ,2016,Benzin,13500,80,1198,162500,6.7,4.6,5.4,265.0
Istanbul,Toyota ,1.6 Active ,Auris ,2013,Benzin,47000,132,1598,162500,7.4,4.8,5.7,353.0
Gaziantep,Hyundai ,1.2 MPI Style ,i10 ,2020,Benzin,700,84,1197,162500,nan,,,
Izmir,Renault ,1.2 Turbo Joy ,Clio ,2018,Benzin,25000,120,1197,162500,6.6,4.4,5.2,300.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,42000,88.0,1450.5,162500,nan,,,
Rize,Peugeot ,Active  ,208 1.2 PureTech ,2016,Benzin,19600,82,1199,162500,4.6,3.9,4.2,285.0
Ordu,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,31000,90,1398,162500,7.8,4.9,6.0,285.0
Giresun,Hyundai ,1.6 CRDI Mode ,Accent Blue ,2015,Dizel,42000,136,1582,162500,0.5,4.0,4.6,465.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,44000,90,1461,162500,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,47500,90,1461,162500,4.3,3.3,3.7,300.0
Izmir,Nissan ,1.2 Street ,Micra ,2018,Benzin,5500,80,1198,162500,6.7,4.6,5.4,265.0
Ankara,Renault ,1.5 dCi Touch ,Fluence ,2016,Dizel,48941,110,1461,162500,5.2,4.0,4.4,530.0
Antalya,Opel ,1.4 Design ,Corsa ,2017,Benzin,18000,90,1398,162500,7.8,4.9,6.0,285.0
Istanbul,Volkswagen ,1.4 TSI Comfortline ,Passat ,2011,Benzin,100,113.0,1450.5,162500,nan,,,
Izmir,Fiat ,1.6 E-Torq Urban Plus ,Egea ,2019,Benzin & LPG,45000,110,1598,162750,8.5,5.0,6.3,520.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2015,Benzin,45000,113.0,1450.5,165500,nan,,,
Ankara,Renault ,1.2 Turbo Icon ,Clio ,2017,Benzin,46500,120,1197,165500,6.6,4.4,5.2,300.0
Ankara,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,41000,90,1197,165500,5.8,4.1,4.7,280.0
Antalya,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,40000,100,1368,165500,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,13000,100,1368,165500,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.5 dCi SportTourer Touch  ,Clio ,2018,Dizel,47000,90,1461,165500,4.3,3.3,3.7,443.0
Sakarya,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,27000,100,1368,165500,8.5,5.1,6.4,301.0
Tekirdag,Volkswagen ,1.4 TDI Comfortline ,Polo ,2014,Dizel,48000,90,1422,165500,3.9,3.3,3.5,280.0
Agri,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,42600,90,1461,164500,4.3,3.3,3.7,300.0
Aydin,Hyundai ,1.4 MPI Style  ,i20 ,2015,Benzin,36000,100,1368,165500,8.5,5.1,6.4,301.0
Istanbul,Skoda ,1.2 TSI Style ,Fabia ,2016,Benzin,30000,110,1197,165500,5.8,4.1,4.7,315.0
Elazig,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,32750,105,1596,165500,8.4,4.5,5.9,290.0
Sivas,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,19250,100,1368,165500,8.5,5.1,6.4,301.0
Istanbul,Ford ,1.6 Ti-VCT Trend X ,Fiesta ,2017,Benzin,30000,105,1596,165500,8.4,4.5,5.9,290.0
Gaziantep,Alfa Romeo ,1.4 TB MultiAir Distinctive ,Giulietta ,2013,Benzin,49000,170,1368,165500,7.8,4.6,5.8,350.0
Nigde,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,17000,100,1368,165500,8.5,5.1,6.4,301.0
Konya,Toyota ,1.33 Fun Special ,Yaris ,2016,Benzin,40200,99,1329,165500,5.6,4.3,4.8,286.0
Istanbul,Hyundai ,1.2 MPI Elite ,i10 ,2020,Benzin,4000,84,1197,165650,nan,,,
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,11200,100,1368,165750,8.5,5.1,6.4,301.0
Amasya,Hyundai ,1.4 MPI Elite ,i20 ,2014,Benzin,48000,100,1368,165750,8.5,5.1,6.4,301.0
Istanbul,Nissan ,1.2 Match ,Micra ,2018,Benzin,34300,80,1198,165750,6.7,4.6,5.4,265.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,13239,100,1368,165750,8.5,5.1,6.4,301.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,14552,100,1368,165750,8.5,5.1,6.4,301.0
Antalya,Nissan ,1.2 Match ,Micra ,2017,Benzin,4800,80,1198,165750,6.7,4.6,5.4,265.0
Izmir,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,15177,100,999,165750,6.3,4.1,5.0,391.0
Kayseri,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,19000,105,1596,165750,8.4,4.5,5.9,290.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2019,Benzin,20376,100,1368,163750,8.5,5.1,6.4,301.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,10126,100,1368,165750,8.5,5.1,6.4,301.0
Balikesir,Nissan ,1.2 Match ,Micra ,2018,Benzin,22000,80,1198,165750,6.7,4.6,5.4,265.0
Istanbul,Renault ,1.5 dCi Touch ,Fluence ,2016,Dizel,50000,110,1461,165750,5.2,4.0,4.4,530.0
Sivas,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,23150,90,1398,165750,7.8,4.9,6.0,285.0
Ankara,Volkswagen ,1.2 TSI Comfortline ,Polo ,2015,Benzin,36638,90,1197,165750,5.8,4.1,4.7,280.0
Corum,Hyundai ,Mode Plus ,Accent Blue 1.4 D-CVVT ,2017,Benzin,18000,100,1368,165750,8.2,5.4,6.4,465.0
Bursa,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,25000,100,1368,165750,8.5,5.1,6.4,301.0
Adana,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,50000,90,1461,165750,3.9,3.8,3.8,320.0
Ankara,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,8565,100,1368,165750,8.5,5.1,6.4,301.0
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,165750,nan,,,
Osmaniye,Toyota ,1.6 Active ,Auris ,2017,Benzin,33800,132,1598,165750,7.8,5.2,6.1,360.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,19500,90,1398,165750,7.8,4.9,6.0,285.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,15507,90,1398,165750,7.8,4.9,6.0,285.0
Rize,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,45000,100,1368,165750,8.5,5.1,6.4,301.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,17602,100,1368,165750,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.5 dCi SportTourer Touch  ,Clio ,2017,Dizel,35000,90,1461,165750,4.3,3.3,3.7,443.0
Istanbul,Dacia ,1.5 dCi Stepway Style  ,Sandero ,2018,Dizel,39000,90,1461,165750,3.9,3.8,3.8,320.0
Bitlis,Skoda ,1.2 TSI Style ,Fabia ,2016,Benzin,34000,110,1197,165750,5.8,4.1,4.7,315.0
Istanbul,Toyota ,1.5 Fun Special ,Yaris ,2017,Benzin,22000,111,1496,165850,6.0,4.1,4.8,286.0
Istanbul,Toyota ,1.5 Fun Special ,Yaris ,2017,Benzin,22000,111,1496,165850,6.0,4.1,4.8,286.0
Bursa,Hyundai ,1.4 MPI Jump ,i20 ,2019,Benzin,16000,100,1368,165850,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Jump ,i20 ,2019,Benzin,12734,100,1368,165900,8.5,5.1,6.4,301.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,50000,90,1398,165900,7.8,4.9,6.0,285.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,49000,88.0,1450.5,165900,nan,,,
Ankara,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,24898,90,1398,165900,7.8,4.9,6.0,285.0
Istanbul,Skoda ,1.0 GreenTec Style ,Fabia ,2017,Benzin,44192,110,999,165900,5.4,4.1,4.6,305.0
Ankara,Nissan ,1.2 Match ,Micra ,2017,Benzin,13133,80,1198,165900,6.7,4.6,5.4,265.0
Istanbul,Fiat ,1.6 Multijet Urban Plus ,Egea ,2019,Dizel,19000,120,1598,165900,4.5,3.5,3.9,520.0
Ankara,Hyundai ,1.4 MPI Jump ,i20 ,2020,Benzin,16700,100,1368,165900,8.5,5.1,6.4,301.0
Mersin,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,12800,90,1398,165900,7.8,4.9,6.0,285.0
Bolu,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,16000,105,1596,165750,8.4,4.5,5.9,290.0
Bursa,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,45500,105,1596,165900,8.4,4.5,5.9,290.0
Burdur,Opel ,1.4 Design ,Corsa ,2019,Benzin,31000,90,1398,165900,7.8,4.9,6.0,285.0
